GEOID,NAME,variable,estimate,moe,year,label_short
2502750670,Oakham,B08301_018,3,4,2018,Bicycle
2502750670,Oakham,B08301_019,16,12,2018,Walked
2502750670,Oakham,B08301_020,12,10,2018,Other means
2502750670,Oakham,B08301_021,50,22,2018,Worked at home
2502751825,Oxford,B08301_003,6689,485,2018,"Car, truck, or van - Drove alone"
2502751825,Oxford,B08301_004,398,181,2018,"Car, truck, or van - Carpooled"
2502751825,Oxford,B08301_010,52,48,2018,Public transportation (excluding taxicab)
2502751825,Oxford,B08301_016,0,19,2018,Taxicab
2502751825,Oxford,B08301_017,18,30,2018,Motorcycle
2502751825,Oxford,B08301_018,0,19,2018,Bicycle
2502751825,Oxford,B08301_019,52,49,2018,Walked
2502751825,Oxford,B08301_020,121,115,2018,Other means
2502751825,Oxford,B08301_021,114,76,2018,Worked at home
2502752420,Paxton,B08301_003,2088,203,2018,"Car, truck, or van - Drove alone"
2502752420,Paxton,B08301_004,110,70,2018,"Car, truck, or van - Carpooled"
2502752420,Paxton,B08301_010,33,31,2018,Public transportation (excluding taxicab)
2502752420,Paxton,B08301_016,0,12,2018,Taxicab
2502752420,Paxton,B08301_017,10,16,2018,Motorcycle
2502752420,Paxton,B08301_018,0,12,2018,Bicycle
2502752420,Paxton,B08301_019,86,59,2018,Walked
2502752420,Paxton,B08301_020,21,27,2018,Other means
2502752420,Paxton,B08301_021,189,80,2018,Worked at home
2502755395,Princeton,B08301_003,1555,135,2018,"Car, truck, or van - Drove alone"
2502755395,Princeton,B08301_004,148,88,2018,"Car, truck, or van - Carpooled"
2502755395,Princeton,B08301_010,10,16,2018,Public transportation (excluding taxicab)
2502755395,Princeton,B08301_016,9,13,2018,Taxicab
2502755395,Princeton,B08301_017,0,12,2018,Motorcycle
2502755395,Princeton,B08301_018,11,17,2018,Bicycle
2502755395,Princeton,B08301_019,8,13,2018,Walked
2502755395,Princeton,B08301_020,0,12,2018,Other means
2502755395,Princeton,B08301_021,183,86,2018,Worked at home
2502758825,Rutland,B08301_003,4229,409,2018,"Car, truck, or van - Drove alone"
