GEOID,NAME,variable,estimate,moe,year,label_short,topic
2502750670,Oakham,B08301_016,0,12,2016,Taxicab,commute_mode
2502750670,Oakham,B08301_017,0,12,2016,Motorcycle,commute_mode
2502750670,Oakham,B08301_018,0,12,2016,Bicycle,commute_mode
2502750670,Oakham,B08301_019,20,15,2016,Walked,commute_mode
2502750670,Oakham,B08301_020,11,11,2016,Other means,commute_mode
2502750670,Oakham,B08301_021,36,17,2016,Worked at home,commute_mode
2502751825,Oxford,B08301_003,6306,436,2016,"Car, truck, or van - Drove alone",commute_mode
2502751825,Oxford,B08301_004,436,182,2016,"Car, truck, or van - Carpooled",commute_mode
2502751825,Oxford,B08301_010,39,47,2016,Public transportation (excluding taxicab),commute_mode
2502751825,Oxford,B08301_016,0,19,2016,Taxicab,commute_mode
2502751825,Oxford,B08301_017,13,21,2016,Motorcycle,commute_mode
2502751825,Oxford,B08301_018,0,19,2016,Bicycle,commute_mode
2502751825,Oxford,B08301_019,51,47,2016,Walked,commute_mode
2502751825,Oxford,B08301_020,0,19,2016,Other means,commute_mode
2502751825,Oxford,B08301_021,89,63,2016,Worked at home,commute_mode
2502752420,Paxton,B08301_003,2061,164,2016,"Car, truck, or van - Drove alone",commute_mode
2502752420,Paxton,B08301_004,142,75,2016,"Car, truck, or van - Carpooled",commute_mode
2502752420,Paxton,B08301_010,27,22,2016,Public transportation (excluding taxicab),commute_mode
2502752420,Paxton,B08301_016,0,12,2016,Taxicab,commute_mode
2502752420,Paxton,B08301_017,8,12,2016,Motorcycle,commute_mode
2502752420,Paxton,B08301_018,0,12,2016,Bicycle,commute_mode
2502752420,Paxton,B08301_019,75,48,2016,Walked,commute_mode
2502752420,Paxton,B08301_020,0,12,2016,Other means,commute_mode
2502752420,Paxton,B08301_021,209,82,2016,Worked at home,commute_mode
2502755395,Princeton,B08301_003,1530,142,2016,"Car, truck, or van - Drove alone",commute_mode
2502755395,Princeton,B08301_004,131,78,2016,"Car, truck, or van - Carpooled",commute_mode
2502755395,Princeton,B08301_010,4,8,2016,Public transportation (excluding taxicab),commute_mode
2502755395,Princeton,B08301_016,8,13,2016,Taxicab,commute_mode
2502755395,Princeton,B08301_017,0,12,2016,Motorcycle,commute_mode
2502755395,Princeton,B08301_018,0,12,2016,Bicycle,commute_mode
2502755395,Princeton,B08301_019,10,15,2016,Walked,commute_mode
2502755395,Princeton,B08301_020,0,12,2016,Other means,commute_mode
2502755395,Princeton,B08301_021,111,60,2016,Worked at home,commute_mode
2502758825,Rutland,B08301_003,3968,388,2016,"Car, truck, or van - Drove alone",commute_mode
2502758825,Rutland,B08301_004,305,140,2016,"Car, truck, or van - Carpooled",commute_mode
2502758825,Rutland,B08301_010,0,17,2016,Public transportation (excluding taxicab),commute_mode
2502758825,Rutland,B08301_016,0,17,2016,Taxicab,commute_mode
2502758825,Rutland,B08301_017,0,17,2016,Motorcycle,commute_mode
2502758825,Rutland,B08301_018,0,17,2016,Bicycle,commute_mode
2502758825,Rutland,B08301_019,0,17,2016,Walked,commute_mode
2502758825,Rutland,B08301_020,0,17,2016,Other means,commute_mode
2502758825,Rutland,B08301_021,198,108,2016,Worked at home,commute_mode
2502761800,Shrewsbury,B08301_003,15392,521,2016,"Car, truck, or van - Drove alone",commute_mode
2502761800,Shrewsbury,B08301_004,1582,339,2016,"Car, truck, or van - Carpooled",commute_mode
2502761800,Shrewsbury,B08301_010,378,136,2016,Public transportation (excluding taxicab),commute_mode
2502761800,Shrewsbury,B08301_016,0,25,2016,Taxicab,commute_mode
2502761800,Shrewsbury,B08301_017,29,32,2016,Motorcycle,commute_mode
2502761800,Shrewsbury,B08301_018,45,42,2016,Bicycle,commute_mode
2502761800,Shrewsbury,B08301_019,298,121,2016,Walked,commute_mode
2502761800,Shrewsbury,B08301_020,155,88,2016,Other means,commute_mode
2502761800,Shrewsbury,B08301_021,937,191,2016,Worked at home,commute_mode
2502766105,Spencer,B08301_003,5068,434,2016,"Car, truck, or van - Drove alone",commute_mode
2502766105,Spencer,B08301_004,466,174,2016,"Car, truck, or van - Carpooled",commute_mode
2502766105,Spencer,B08301_010,39,41,2016,Public transportation (excluding taxicab),commute_mode
2502766105,Spencer,B08301_016,0,19,2016,Taxicab,commute_mode
2502766105,Spencer,B08301_017,15,22,2016,Motorcycle,commute_mode
2502766105,Spencer,B08301_018,10,19,2016,Bicycle,commute_mode
2502766105,Spencer,B08301_019,270,278,2016,Walked,commute_mode
2502766105,Spencer,B08301_020,0,19,2016,Other means,commute_mode
2502766105,Spencer,B08301_021,292,157,2016,Worked at home,commute_mode
2502768155,Sturbridge,B08301_003,3672,353,2016,"Car, truck, or van - Drove alone",commute_mode
2502768155,Sturbridge,B08301_004,457,222,2016,"Car, truck, or van - Carpooled",commute_mode
2502768155,Sturbridge,B08301_010,5,8,2016,Public transportation (excluding taxicab),commute_mode
2502768155,Sturbridge,B08301_016,0,17,2016,Taxicab,commute_mode
2502768155,Sturbridge,B08301_017,0,17,2016,Motorcycle,commute_mode
2502768155,Sturbridge,B08301_018,0,17,2016,Bicycle,commute_mode
2502768155,Sturbridge,B08301_019,33,37,2016,Walked,commute_mode
2502768155,Sturbridge,B08301_020,16,25,2016,Other means,commute_mode
2502768155,Sturbridge,B08301_021,488,244,2016,Worked at home,commute_mode
2502768610,Sutton,B08301_003,4335,330,2016,"Car, truck, or van - Drove alone",commute_mode
2502768610,Sutton,B08301_004,314,133,2016,"Car, truck, or van - Carpooled",commute_mode
2502768610,Sutton,B08301_010,0,17,2016,Public transportation (excluding taxicab),commute_mode
2502768610,Sutton,B08301_016,0,17,2016,Taxicab,commute_mode
2502768610,Sutton,B08301_017,0,17,2016,Motorcycle,commute_mode
2502768610,Sutton,B08301_018,7,11,2016,Bicycle,commute_mode
2502768610,Sutton,B08301_019,82,78,2016,Walked,commute_mode
2502768610,Sutton,B08301_020,73,91,2016,Other means,commute_mode
2502768610,Sutton,B08301_021,214,91,2016,Worked at home,commute_mode
2502771480,Upton,B08301_003,3421,289,2016,"Car, truck, or van - Drove alone",commute_mode
2502771480,Upton,B08301_004,267,137,2016,"Car, truck, or van - Carpooled",commute_mode
2502771480,Upton,B08301_010,78,72,2016,Public transportation (excluding taxicab),commute_mode
2502771480,Upton,B08301_016,0,17,2016,Taxicab,commute_mode
2502771480,Upton,B08301_017,0,17,2016,Motorcycle,commute_mode
2502771480,Upton,B08301_018,0,17,2016,Bicycle,commute_mode
2502771480,Upton,B08301_019,30,32,2016,Walked,commute_mode
2502771480,Upton,B08301_020,65,81,2016,Other means,commute_mode
2502771480,Upton,B08301_021,213,76,2016,Worked at home,commute_mode
2502771620,Uxbridge,B08301_003,6427,401,2016,"Car, truck, or van - Drove alone",commute_mode
2502771620,Uxbridge,B08301_004,426,173,2016,"Car, truck, or van - Carpooled",commute_mode
2502771620,Uxbridge,B08301_010,24,28,2016,Public transportation (excluding taxicab),commute_mode
2502771620,Uxbridge,B08301_016,0,19,2016,Taxicab,commute_mode
2502771620,Uxbridge,B08301_017,12,19,2016,Motorcycle,commute_mode
2502771620,Uxbridge,B08301_018,11,18,2016,Bicycle,commute_mode
2502771620,Uxbridge,B08301_019,0,19,2016,Walked,commute_mode
2502771620,Uxbridge,B08301_020,68,70,2016,Other means,commute_mode
2502771620,Uxbridge,B08301_021,374,169,2016,Worked at home,commute_mode
2502773090,Warren,B08301_003,2285,297,2016,"Car, truck, or van - Drove alone",commute_mode
2502773090,Warren,B08301_004,142,108,2016,"Car, truck, or van - Carpooled",commute_mode
2502773090,Warren,B08301_010,0,17,2016,Public transportation (excluding taxicab),commute_mode
2502773090,Warren,B08301_016,0,17,2016,Taxicab,commute_mode
2502773090,Warren,B08301_017,0,17,2016,Motorcycle,commute_mode
2502773090,Warren,B08301_018,0,17,2016,Bicycle,commute_mode
2502773090,Warren,B08301_019,11,19,2016,Walked,commute_mode
2502773090,Warren,B08301_020,0,17,2016,Other means,commute_mode
2502773090,Warren,B08301_021,29,46,2016,Worked at home,commute_mode
2502773895,Webster,B08301_003,6528,481,2016,"Car, truck, or van - Drove alone",commute_mode
2502773895,Webster,B08301_004,665,210,2016,"Car, truck, or van - Carpooled",commute_mode
2502773895,Webster,B08301_010,44,47,2016,Public transportation (excluding taxicab),commute_mode
2502773895,Webster,B08301_016,0,19,2016,Taxicab,commute_mode
2502773895,Webster,B08301_017,0,19,2016,Motorcycle,commute_mode
2502773895,Webster,B08301_018,0,19,2016,Bicycle,commute_mode
2502773895,Webster,B08301_019,434,198,2016,Walked,commute_mode
2502773895,Webster,B08301_020,41,45,2016,Other means,commute_mode
2502773895,Webster,B08301_021,431,158,2016,Worked at home,commute_mode
2502775015,Westborough,B08301_003,7644,379,2016,"Car, truck, or van - Drove alone",commute_mode
2502775015,Westborough,B08301_004,786,177,2016,"Car, truck, or van - Carpooled",commute_mode
2502775015,Westborough,B08301_010,261,96,2016,Public transportation (excluding taxicab),commute_mode
2502775015,Westborough,B08301_016,0,19,2016,Taxicab,commute_mode
2502775015,Westborough,B08301_017,17,19,2016,Motorcycle,commute_mode
2502775015,Westborough,B08301_018,0,19,2016,Bicycle,commute_mode
2502775015,Westborough,B08301_019,72,46,2016,Walked,commute_mode
2502775015,Westborough,B08301_020,60,41,2016,Other means,commute_mode
2502775015,Westborough,B08301_021,689,196,2016,Worked at home,commute_mode
2502775155,West Boylston,B08301_003,2288,500,2016,"Car, truck, or van - Drove alone",commute_mode
2502775155,West Boylston,B08301_004,197,88,2016,"Car, truck, or van - Carpooled",commute_mode
2502775155,West Boylston,B08301_010,24,19,2016,Public transportation (excluding taxicab),commute_mode
2502775155,West Boylston,B08301_016,7,11,2016,Taxicab,commute_mode
2502775155,West Boylston,B08301_017,0,17,2016,Motorcycle,commute_mode
2502775155,West Boylston,B08301_018,18,27,2016,Bicycle,commute_mode
2502775155,West Boylston,B08301_019,76,95,2016,Walked,commute_mode
2502775155,West Boylston,B08301_020,6,10,2016,Other means,commute_mode
2502775155,West Boylston,B08301_021,71,41,2016,Worked at home,commute_mode
2502775400,West Brookfield,B08301_003,1579,141,2016,"Car, truck, or van - Drove alone",commute_mode
2502775400,West Brookfield,B08301_004,81,62,2016,"Car, truck, or van - Carpooled",commute_mode
2502775400,West Brookfield,B08301_010,21,24,2016,Public transportation (excluding taxicab),commute_mode
2502775400,West Brookfield,B08301_016,0,12,2016,Taxicab,commute_mode
2502775400,West Brookfield,B08301_017,0,12,2016,Motorcycle,commute_mode
2502775400,West Brookfield,B08301_018,0,12,2016,Bicycle,commute_mode
2502775400,West Brookfield,B08301_019,104,87,2016,Walked,commute_mode
2502775400,West Brookfield,B08301_020,13,20,2016,Other means,commute_mode
2502775400,West Brookfield,B08301_021,84,55,2016,Worked at home,commute_mode
2502782000,Worcester,B08301_003,60043,1371,2016,"Car, truck, or van - Drove alone",commute_mode
2502782000,Worcester,B08301_004,9528,732,2016,"Car, truck, or van - Carpooled",commute_mode
2502782000,Worcester,B08301_010,2879,438,2016,Public transportation (excluding taxicab),commute_mode
2502782000,Worcester,B08301_016,249,115,2016,Taxicab,commute_mode
2502782000,Worcester,B08301_017,65,57,2016,Motorcycle,commute_mode
2502782000,Worcester,B08301_018,307,105,2016,Bicycle,commute_mode
2502782000,Worcester,B08301_019,5284,550,2016,Walked,commute_mode
2502782000,Worcester,B08301_020,1158,293,2016,Other means,commute_mode
2502782000,Worcester,B08301_021,3461,417,2016,Worked at home,commute_mode
2502702760,Auburn,B08301_003,7525,310,2017,"Car, truck, or van - Drove alone",commute_mode
2502702760,Auburn,B08301_004,381,107,2017,"Car, truck, or van - Carpooled",commute_mode
2502702760,Auburn,B08301_010,70,45,2017,Public transportation (excluding taxicab),commute_mode
2502702760,Auburn,B08301_016,0,19,2017,Taxicab,commute_mode
2502702760,Auburn,B08301_017,0,19,2017,Motorcycle,commute_mode
2502702760,Auburn,B08301_018,0,19,2017,Bicycle,commute_mode
2502702760,Auburn,B08301_019,61,51,2017,Walked,commute_mode
2502702760,Auburn,B08301_020,27,29,2017,Other means,commute_mode
2502702760,Auburn,B08301_021,295,88,2017,Worked at home,commute_mode
2502703740,Barre,B08301_003,2127,335,2017,"Car, truck, or van - Drove alone",commute_mode
2502703740,Barre,B08301_004,372,181,2017,"Car, truck, or van - Carpooled",commute_mode
2502703740,Barre,B08301_010,0,17,2017,Public transportation (excluding taxicab),commute_mode
2502703740,Barre,B08301_016,0,17,2017,Taxicab,commute_mode
2502703740,Barre,B08301_017,0,17,2017,Motorcycle,commute_mode
2502703740,Barre,B08301_018,0,17,2017,Bicycle,commute_mode
2502703740,Barre,B08301_019,0,17,2017,Walked,commute_mode
2502703740,Barre,B08301_020,0,17,2017,Other means,commute_mode
2502703740,Barre,B08301_021,456,355,2017,Worked at home,commute_mode
2502705490,Berlin,B08301_003,1508,108,2017,"Car, truck, or van - Drove alone",commute_mode
2502705490,Berlin,B08301_004,68,40,2017,"Car, truck, or van - Carpooled",commute_mode
2502705490,Berlin,B08301_010,15,16,2017,Public transportation (excluding taxicab),commute_mode
2502705490,Berlin,B08301_016,0,12,2017,Taxicab,commute_mode
2502705490,Berlin,B08301_017,0,12,2017,Motorcycle,commute_mode
2502705490,Berlin,B08301_018,7,10,2017,Bicycle,commute_mode
2502705490,Berlin,B08301_019,20,21,2017,Walked,commute_mode
2502705490,Berlin,B08301_020,47,38,2017,Other means,commute_mode
2502705490,Berlin,B08301_021,86,37,2017,Worked at home,commute_mode
2502706015,Blackstone,B08301_003,4780,260,2017,"Car, truck, or van - Drove alone",commute_mode
2502706015,Blackstone,B08301_004,466,143,2017,"Car, truck, or van - Carpooled",commute_mode
2502706015,Blackstone,B08301_010,17,21,2017,Public transportation (excluding taxicab),commute_mode
2502706015,Blackstone,B08301_016,0,17,2017,Taxicab,commute_mode
2502706015,Blackstone,B08301_017,0,17,2017,Motorcycle,commute_mode
2502706015,Blackstone,B08301_018,0,17,2017,Bicycle,commute_mode
2502706015,Blackstone,B08301_019,25,24,2017,Walked,commute_mode
2502706015,Blackstone,B08301_020,29,35,2017,Other means,commute_mode
2502706015,Blackstone,B08301_021,165,74,2017,Worked at home,commute_mode
2502707525,Boylston,B08301_003,2072,161,2017,"Car, truck, or van - Drove alone",commute_mode
2502707525,Boylston,B08301_004,171,78,2017,"Car, truck, or van - Carpooled",commute_mode
2502707525,Boylston,B08301_010,23,20,2017,Public transportation (excluding taxicab),commute_mode
2502707525,Boylston,B08301_016,0,12,2017,Taxicab,commute_mode
2502707525,Boylston,B08301_017,7,12,2017,Motorcycle,commute_mode
2502707525,Boylston,B08301_018,0,12,2017,Bicycle,commute_mode
2502707525,Boylston,B08301_019,16,18,2017,Walked,commute_mode
2502707525,Boylston,B08301_020,9,14,2017,Other means,commute_mode
2502707525,Boylston,B08301_021,221,118,2017,Worked at home,commute_mode
2502709105,Brookfield,B08301_003,1525,176,2017,"Car, truck, or van - Drove alone",commute_mode
2502709105,Brookfield,B08301_004,100,71,2017,"Car, truck, or van - Carpooled",commute_mode
2502709105,Brookfield,B08301_010,0,12,2017,Public transportation (excluding taxicab),commute_mode
2502709105,Brookfield,B08301_016,0,12,2017,Taxicab,commute_mode
2502709105,Brookfield,B08301_017,0,12,2017,Motorcycle,commute_mode
2502709105,Brookfield,B08301_018,0,12,2017,Bicycle,commute_mode
2502709105,Brookfield,B08301_019,11,16,2017,Walked,commute_mode
2502709105,Brookfield,B08301_020,9,13,2017,Other means,commute_mode
2502709105,Brookfield,B08301_021,104,54,2017,Worked at home,commute_mode
2502712715,Charlton,B08301_003,5968,433,2017,"Car, truck, or van - Drove alone",commute_mode
2502712715,Charlton,B08301_004,517,157,2017,"Car, truck, or van - Carpooled",commute_mode
2502712715,Charlton,B08301_010,19,21,2017,Public transportation (excluding taxicab),commute_mode
2502712715,Charlton,B08301_016,0,19,2017,Taxicab,commute_mode
2502712715,Charlton,B08301_017,0,19,2017,Motorcycle,commute_mode
2502712715,Charlton,B08301_018,0,19,2017,Bicycle,commute_mode
2502712715,Charlton,B08301_019,19,31,2017,Walked,commute_mode
2502712715,Charlton,B08301_020,0,19,2017,Other means,commute_mode
2502712715,Charlton,B08301_021,324,143,2017,Worked at home,commute_mode
2502717300,Douglas,B08301_003,4086,285,2017,"Car, truck, or van - Drove alone",commute_mode
2502717300,Douglas,B08301_004,387,161,2017,"Car, truck, or van - Carpooled",commute_mode
2502717300,Douglas,B08301_010,15,23,2017,Public transportation (excluding taxicab),commute_mode
2502717300,Douglas,B08301_016,0,17,2017,Taxicab,commute_mode
2502717300,Douglas,B08301_017,0,17,2017,Motorcycle,commute_mode
2502717300,Douglas,B08301_018,0,17,2017,Bicycle,commute_mode
2502717300,Douglas,B08301_019,41,48,2017,Walked,commute_mode
2502717300,Douglas,B08301_020,70,93,2017,Other means,commute_mode
2502717300,Douglas,B08301_021,278,134,2017,Worked at home,commute_mode
2502717685,Dudley,B08301_003,4881,334,2017,"Car, truck, or van - Drove alone",commute_mode
2502717685,Dudley,B08301_004,317,141,2017,"Car, truck, or van - Carpooled",commute_mode
2502717685,Dudley,B08301_010,30,29,2017,Public transportation (excluding taxicab),commute_mode
2502717685,Dudley,B08301_016,1,3,2017,Taxicab,commute_mode
2502717685,Dudley,B08301_017,0,19,2017,Motorcycle,commute_mode
2502717685,Dudley,B08301_018,0,19,2017,Bicycle,commute_mode
2502717685,Dudley,B08301_019,181,96,2017,Walked,commute_mode
2502717685,Dudley,B08301_020,90,75,2017,Other means,commute_mode
2502717685,Dudley,B08301_021,278,118,2017,Worked at home,commute_mode
2502718560,East Brookfield,B08301_003,999,98,2017,"Car, truck, or van - Drove alone",commute_mode
2502718560,East Brookfield,B08301_004,132,65,2017,"Car, truck, or van - Carpooled",commute_mode
2502718560,East Brookfield,B08301_010,5,8,2017,Public transportation (excluding taxicab),commute_mode
2502718560,East Brookfield,B08301_016,0,12,2017,Taxicab,commute_mode
2502718560,East Brookfield,B08301_017,0,12,2017,Motorcycle,commute_mode
2502718560,East Brookfield,B08301_018,0,12,2017,Bicycle,commute_mode
2502718560,East Brookfield,B08301_019,13,16,2017,Walked,commute_mode
2502718560,East Brookfield,B08301_020,0,12,2017,Other means,commute_mode
2502718560,East Brookfield,B08301_021,34,21,2017,Worked at home,commute_mode
2502726430,Grafton,B08301_003,7991,407,2017,"Car, truck, or van - Drove alone",commute_mode
2502726430,Grafton,B08301_004,616,172,2017,"Car, truck, or van - Carpooled",commute_mode
2502726430,Grafton,B08301_010,386,118,2017,Public transportation (excluding taxicab),commute_mode
2502726430,Grafton,B08301_016,0,19,2017,Taxicab,commute_mode
2502726430,Grafton,B08301_017,11,18,2017,Motorcycle,commute_mode
2502726430,Grafton,B08301_018,11,17,2017,Bicycle,commute_mode
2502726430,Grafton,B08301_019,62,57,2017,Walked,commute_mode
2502726430,Grafton,B08301_020,82,90,2017,Other means,commute_mode
2502726430,Grafton,B08301_021,707,159,2017,Worked at home,commute_mode
2502728740,Hardwick,B08301_003,1097,140,2017,"Car, truck, or van - Drove alone",commute_mode
2502728740,Hardwick,B08301_004,64,38,2017,"Car, truck, or van - Carpooled",commute_mode
2502728740,Hardwick,B08301_010,0,12,2017,Public transportation (excluding taxicab),commute_mode
2502728740,Hardwick,B08301_016,0,12,2017,Taxicab,commute_mode
2502728740,Hardwick,B08301_017,0,12,2017,Motorcycle,commute_mode
2502728740,Hardwick,B08301_018,0,12,2017,Bicycle,commute_mode
2502728740,Hardwick,B08301_019,59,40,2017,Walked,commute_mode
2502728740,Hardwick,B08301_020,8,12,2017,Other means,commute_mode
2502728740,Hardwick,B08301_021,78,43,2017,Worked at home,commute_mode
2502730560,Holden,B08301_003,8431,360,2017,"Car, truck, or van - Drove alone",commute_mode
2502730560,Holden,B08301_004,617,169,2017,"Car, truck, or van - Carpooled",commute_mode
2502730560,Holden,B08301_010,46,35,2017,Public transportation (excluding taxicab),commute_mode
2502730560,Holden,B08301_016,0,19,2017,Taxicab,commute_mode
2502730560,Holden,B08301_017,21,31,2017,Motorcycle,commute_mode
2502730560,Holden,B08301_018,7,11,2017,Bicycle,commute_mode
2502730560,Holden,B08301_019,58,35,2017,Walked,commute_mode
2502730560,Holden,B08301_020,68,53,2017,Other means,commute_mode
2502730560,Holden,B08301_021,473,119,2017,Worked at home,commute_mode
2502730945,Hopedale,B08301_003,2465,271,2017,"Car, truck, or van - Drove alone",commute_mode
2502730945,Hopedale,B08301_004,164,101,2017,"Car, truck, or van - Carpooled",commute_mode
2502730945,Hopedale,B08301_010,108,96,2017,Public transportation (excluding taxicab),commute_mode
2502730945,Hopedale,B08301_016,0,17,2017,Taxicab,commute_mode
2502730945,Hopedale,B08301_017,37,43,2017,Motorcycle,commute_mode
2502730945,Hopedale,B08301_018,0,17,2017,Bicycle,commute_mode
2502730945,Hopedale,B08301_019,55,86,2017,Walked,commute_mode
2502730945,Hopedale,B08301_020,44,69,2017,Other means,commute_mode
2502730945,Hopedale,B08301_021,201,109,2017,Worked at home,commute_mode
2502734795,Leicester,B08301_003,5178,400,2017,"Car, truck, or van - Drove alone",commute_mode
2502734795,Leicester,B08301_004,560,174,2017,"Car, truck, or van - Carpooled",commute_mode
2502734795,Leicester,B08301_010,51,41,2017,Public transportation (excluding taxicab),commute_mode
2502734795,Leicester,B08301_016,18,26,2017,Taxicab,commute_mode
2502734795,Leicester,B08301_017,0,19,2017,Motorcycle,commute_mode
2502734795,Leicester,B08301_018,0,19,2017,Bicycle,commute_mode
2502734795,Leicester,B08301_019,71,52,2017,Walked,commute_mode
2502734795,Leicester,B08301_020,63,74,2017,Other means,commute_mode
2502734795,Leicester,B08301_021,351,154,2017,Worked at home,commute_mode
2502740255,Mendon,B08301_003,2701,236,2017,"Car, truck, or van - Drove alone",commute_mode
2502740255,Mendon,B08301_004,179,111,2017,"Car, truck, or van - Carpooled",commute_mode
2502740255,Mendon,B08301_010,182,98,2017,Public transportation (excluding taxicab),commute_mode
2502740255,Mendon,B08301_016,0,17,2017,Taxicab,commute_mode
2502740255,Mendon,B08301_017,0,17,2017,Motorcycle,commute_mode
2502740255,Mendon,B08301_018,0,17,2017,Bicycle,commute_mode
2502740255,Mendon,B08301_019,31,33,2017,Walked,commute_mode
2502740255,Mendon,B08301_020,0,17,2017,Other means,commute_mode
2502740255,Mendon,B08301_021,291,123,2017,Worked at home,commute_mode
2502741340,Millbury,B08301_003,5965,367,2017,"Car, truck, or van - Drove alone",commute_mode
2502741340,Millbury,B08301_004,740,267,2017,"Car, truck, or van - Carpooled",commute_mode
2502741340,Millbury,B08301_010,26,27,2017,Public transportation (excluding taxicab),commute_mode
2502741340,Millbury,B08301_016,0,19,2017,Taxicab,commute_mode
2502741340,Millbury,B08301_017,0,19,2017,Motorcycle,commute_mode
2502741340,Millbury,B08301_018,0,19,2017,Bicycle,commute_mode
2502741340,Millbury,B08301_019,56,48,2017,Walked,commute_mode
2502741340,Millbury,B08301_020,243,150,2017,Other means,commute_mode
2502741340,Millbury,B08301_021,155,72,2017,Worked at home,commute_mode
2502741585,Millville,B08301_003,1577,125,2017,"Car, truck, or van - Drove alone",commute_mode
2502741585,Millville,B08301_004,79,41,2017,"Car, truck, or van - Carpooled",commute_mode
2502741585,Millville,B08301_010,32,31,2017,Public transportation (excluding taxicab),commute_mode
2502741585,Millville,B08301_016,0,12,2017,Taxicab,commute_mode
2502741585,Millville,B08301_017,0,12,2017,Motorcycle,commute_mode
2502741585,Millville,B08301_018,11,17,2017,Bicycle,commute_mode
2502741585,Millville,B08301_019,0,12,2017,Walked,commute_mode
2502741585,Millville,B08301_020,27,31,2017,Other means,commute_mode
2502741585,Millville,B08301_021,71,33,2017,Worked at home,commute_mode
2502745105,New Braintree,B08301_003,501,71,2017,"Car, truck, or van - Drove alone",commute_mode
2502745105,New Braintree,B08301_004,57,21,2017,"Car, truck, or van - Carpooled",commute_mode
2502745105,New Braintree,B08301_010,0,12,2017,Public transportation (excluding taxicab),commute_mode
2502745105,New Braintree,B08301_016,0,12,2017,Taxicab,commute_mode
2502745105,New Braintree,B08301_017,0,12,2017,Motorcycle,commute_mode
2502745105,New Braintree,B08301_018,0,12,2017,Bicycle,commute_mode
2502745105,New Braintree,B08301_019,11,10,2017,Walked,commute_mode
2502745105,New Braintree,B08301_020,1,3,2017,Other means,commute_mode
2502745105,New Braintree,B08301_021,52,47,2017,Worked at home,commute_mode
2502746820,Northborough,B08301_003,6303,453,2017,"Car, truck, or van - Drove alone",commute_mode
2502746820,Northborough,B08301_004,472,127,2017,"Car, truck, or van - Carpooled",commute_mode
2502746820,Northborough,B08301_010,182,89,2017,Public transportation (excluding taxicab),commute_mode
2502746820,Northborough,B08301_016,0,19,2017,Taxicab,commute_mode
2502746820,Northborough,B08301_017,11,18,2017,Motorcycle,commute_mode
2502746820,Northborough,B08301_018,0,19,2017,Bicycle,commute_mode
2502746820,Northborough,B08301_019,130,86,2017,Walked,commute_mode
2502746820,Northborough,B08301_020,31,46,2017,Other means,commute_mode
2502746820,Northborough,B08301_021,832,204,2017,Worked at home,commute_mode
2502746925,Northbridge,B08301_003,7412,458,2017,"Car, truck, or van - Drove alone",commute_mode
2502746925,Northbridge,B08301_004,512,183,2017,"Car, truck, or van - Carpooled",commute_mode
2502746925,Northbridge,B08301_010,45,41,2017,Public transportation (excluding taxicab),commute_mode
2502746925,Northbridge,B08301_016,0,19,2017,Taxicab,commute_mode
2502746925,Northbridge,B08301_017,19,29,2017,Motorcycle,commute_mode
2502746925,Northbridge,B08301_018,36,39,2017,Bicycle,commute_mode
2502746925,Northbridge,B08301_019,38,45,2017,Walked,commute_mode
2502746925,Northbridge,B08301_020,137,116,2017,Other means,commute_mode
2502746925,Northbridge,B08301_021,399,165,2017,Worked at home,commute_mode
2502747135,North Brookfield,B08301_003,2171,192,2017,"Car, truck, or van - Drove alone",commute_mode
2502747135,North Brookfield,B08301_004,123,67,2017,"Car, truck, or van - Carpooled",commute_mode
2502747135,North Brookfield,B08301_010,41,48,2017,Public transportation (excluding taxicab),commute_mode
2502747135,North Brookfield,B08301_016,0,12,2017,Taxicab,commute_mode
2502747135,North Brookfield,B08301_017,0,12,2017,Motorcycle,commute_mode
2502747135,North Brookfield,B08301_018,11,18,2017,Bicycle,commute_mode
2502747135,North Brookfield,B08301_019,82,43,2017,Walked,commute_mode
2502747135,North Brookfield,B08301_020,0,12,2017,Other means,commute_mode
2502747135,North Brookfield,B08301_021,83,41,2017,Worked at home,commute_mode
2502750670,Oakham,B08301_003,828,79,2017,"Car, truck, or van - Drove alone",commute_mode
2502750670,Oakham,B08301_004,116,47,2017,"Car, truck, or van - Carpooled",commute_mode
2502750670,Oakham,B08301_010,6,6,2017,Public transportation (excluding taxicab),commute_mode
2502750670,Oakham,B08301_016,0,12,2017,Taxicab,commute_mode
2502750670,Oakham,B08301_017,0,12,2017,Motorcycle,commute_mode
2502750670,Oakham,B08301_018,0,12,2017,Bicycle,commute_mode
2502750670,Oakham,B08301_019,16,14,2017,Walked,commute_mode
2502750670,Oakham,B08301_020,10,11,2017,Other means,commute_mode
2502750670,Oakham,B08301_021,46,24,2017,Worked at home,commute_mode
2502751825,Oxford,B08301_003,6494,420,2017,"Car, truck, or van - Drove alone",commute_mode
2502751825,Oxford,B08301_004,393,161,2017,"Car, truck, or van - Carpooled",commute_mode
2502751825,Oxford,B08301_010,48,48,2017,Public transportation (excluding taxicab),commute_mode
2502751825,Oxford,B08301_016,0,19,2017,Taxicab,commute_mode
2502751825,Oxford,B08301_017,19,31,2017,Motorcycle,commute_mode
2502751825,Oxford,B08301_018,0,19,2017,Bicycle,commute_mode
2502751825,Oxford,B08301_019,44,38,2017,Walked,commute_mode
2502751825,Oxford,B08301_020,52,72,2017,Other means,commute_mode
