GEOID,NAME,variable,estimate,moe,year,label_short,topic
2502702760,Auburn,B08301_003,7368,372,2010,"Car, truck, or van - Drove alone",commute_mode
2502702760,Auburn,B08301_004,501,153,2010,"Car, truck, or van - Carpooled",commute_mode
2502702760,Auburn,B08301_010,47,34,2010,Public transportation (excluding taxicab),commute_mode
2502702760,Auburn,B08301_016,0,127,2010,Taxicab,commute_mode
2502702760,Auburn,B08301_017,0,127,2010,Motorcycle,commute_mode
2502702760,Auburn,B08301_018,0,127,2010,Bicycle,commute_mode
2502702760,Auburn,B08301_019,131,61,2010,Walked,commute_mode
2502702760,Auburn,B08301_020,63,58,2010,Other means,commute_mode
2502702760,Auburn,B08301_021,194,84,2010,Worked at home,commute_mode
2502703740,Barre,B08301_003,2164,217,2010,"Car, truck, or van - Drove alone",commute_mode
2502703740,Barre,B08301_004,467,178,2010,"Car, truck, or van - Carpooled",commute_mode
2502703740,Barre,B08301_010,0,127,2010,Public transportation (excluding taxicab),commute_mode
2502703740,Barre,B08301_016,0,127,2010,Taxicab,commute_mode
2502703740,Barre,B08301_017,0,127,2010,Motorcycle,commute_mode
2502703740,Barre,B08301_018,0,127,2010,Bicycle,commute_mode
2502703740,Barre,B08301_019,12,18,2010,Walked,commute_mode
2502703740,Barre,B08301_020,0,127,2010,Other means,commute_mode
2502703740,Barre,B08301_021,156,82,2010,Worked at home,commute_mode
2502705490,Berlin,B08301_003,1188,119,2010,"Car, truck, or van - Drove alone",commute_mode
2502705490,Berlin,B08301_004,67,42,2010,"Car, truck, or van - Carpooled",commute_mode
2502705490,Berlin,B08301_010,4,6,2010,Public transportation (excluding taxicab),commute_mode
2502705490,Berlin,B08301_016,0,127,2010,Taxicab,commute_mode
2502705490,Berlin,B08301_017,0,127,2010,Motorcycle,commute_mode
2502705490,Berlin,B08301_018,0,127,2010,Bicycle,commute_mode
2502705490,Berlin,B08301_019,39,33,2010,Walked,commute_mode
2502705490,Berlin,B08301_020,31,24,2010,Other means,commute_mode
2502705490,Berlin,B08301_021,168,65,2010,Worked at home,commute_mode
2502706015,Blackstone,B08301_003,4374,275,2010,"Car, truck, or van - Drove alone",commute_mode
2502706015,Blackstone,B08301_004,249,140,2010,"Car, truck, or van - Carpooled",commute_mode
2502706015,Blackstone,B08301_010,45,37,2010,Public transportation (excluding taxicab),commute_mode
2502706015,Blackstone,B08301_016,0,127,2010,Taxicab,commute_mode
2502706015,Blackstone,B08301_017,14,22,2010,Motorcycle,commute_mode
2502706015,Blackstone,B08301_018,33,38,2010,Bicycle,commute_mode
2502706015,Blackstone,B08301_019,24,38,2010,Walked,commute_mode
2502706015,Blackstone,B08301_020,36,57,2010,Other means,commute_mode
2502706015,Blackstone,B08301_021,86,56,2010,Worked at home,commute_mode
2502707525,Boylston,B08301_003,2087,157,2010,"Car, truck, or van - Drove alone",commute_mode
2502707525,Boylston,B08301_004,82,64,2010,"Car, truck, or van - Carpooled",commute_mode
2502707525,Boylston,B08301_010,12,18,2010,Public transportation (excluding taxicab),commute_mode
2502707525,Boylston,B08301_016,0,127,2010,Taxicab,commute_mode
2502707525,Boylston,B08301_017,0,127,2010,Motorcycle,commute_mode
2502707525,Boylston,B08301_018,0,127,2010,Bicycle,commute_mode
2502707525,Boylston,B08301_019,10,17,2010,Walked,commute_mode
2502707525,Boylston,B08301_020,14,20,2010,Other means,commute_mode
2502707525,Boylston,B08301_021,134,73,2010,Worked at home,commute_mode
2502709105,Brookfield,B08301_003,1549,142,2010,"Car, truck, or van - Drove alone",commute_mode
2502709105,Brookfield,B08301_004,130,62,2010,"Car, truck, or van - Carpooled",commute_mode
2502709105,Brookfield,B08301_010,0,127,2010,Public transportation (excluding taxicab),commute_mode
2502709105,Brookfield,B08301_016,0,127,2010,Taxicab,commute_mode
2502709105,Brookfield,B08301_017,0,127,2010,Motorcycle,commute_mode
2502709105,Brookfield,B08301_018,0,127,2010,Bicycle,commute_mode
2502709105,Brookfield,B08301_019,69,57,2010,Walked,commute_mode
2502709105,Brookfield,B08301_020,0,127,2010,Other means,commute_mode
2502709105,Brookfield,B08301_021,64,45,2010,Worked at home,commute_mode
2502712715,Charlton,B08301_003,5645,341,2010,"Car, truck, or van - Drove alone",commute_mode
2502712715,Charlton,B08301_004,275,108,2010,"Car, truck, or van - Carpooled",commute_mode
2502712715,Charlton,B08301_010,28,32,2010,Public transportation (excluding taxicab),commute_mode
2502712715,Charlton,B08301_016,0,127,2010,Taxicab,commute_mode
2502712715,Charlton,B08301_017,28,31,2010,Motorcycle,commute_mode
2502712715,Charlton,B08301_018,0,127,2010,Bicycle,commute_mode
2502712715,Charlton,B08301_019,28,23,2010,Walked,commute_mode
2502712715,Charlton,B08301_020,59,52,2010,Other means,commute_mode
2502712715,Charlton,B08301_021,249,107,2010,Worked at home,commute_mode
2502717300,Douglas,B08301_003,4070,290,2010,"Car, truck, or van - Drove alone",commute_mode
2502717300,Douglas,B08301_004,337,132,2010,"Car, truck, or van - Carpooled",commute_mode
2502717300,Douglas,B08301_010,39,36,2010,Public transportation (excluding taxicab),commute_mode
2502717300,Douglas,B08301_016,13,20,2010,Taxicab,commute_mode
2502717300,Douglas,B08301_017,30,36,2010,Motorcycle,commute_mode
2502717300,Douglas,B08301_018,0,127,2010,Bicycle,commute_mode
2502717300,Douglas,B08301_019,27,31,2010,Walked,commute_mode
2502717300,Douglas,B08301_020,18,28,2010,Other means,commute_mode
2502717300,Douglas,B08301_021,212,96,2010,Worked at home,commute_mode
2502717685,Dudley,B08301_003,4731,402,2010,"Car, truck, or van - Drove alone",commute_mode
2502717685,Dudley,B08301_004,425,129,2010,"Car, truck, or van - Carpooled",commute_mode
2502717685,Dudley,B08301_010,97,88,2010,Public transportation (excluding taxicab),commute_mode
2502717685,Dudley,B08301_016,0,127,2010,Taxicab,commute_mode
2502717685,Dudley,B08301_017,13,21,2010,Motorcycle,commute_mode
2502717685,Dudley,B08301_018,0,127,2010,Bicycle,commute_mode
2502717685,Dudley,B08301_019,198,123,2010,Walked,commute_mode
2502717685,Dudley,B08301_020,0,127,2010,Other means,commute_mode
2502717685,Dudley,B08301_021,162,79,2010,Worked at home,commute_mode
2502718560,East Brookfield,B08301_003,888,123,2010,"Car, truck, or van - Drove alone",commute_mode
2502718560,East Brookfield,B08301_004,130,56,2010,"Car, truck, or van - Carpooled",commute_mode
2502718560,East Brookfield,B08301_010,0,127,2010,Public transportation (excluding taxicab),commute_mode
2502718560,East Brookfield,B08301_016,0,127,2010,Taxicab,commute_mode
2502718560,East Brookfield,B08301_017,0,127,2010,Motorcycle,commute_mode
2502718560,East Brookfield,B08301_018,0,127,2010,Bicycle,commute_mode
2502718560,East Brookfield,B08301_019,0,127,2010,Walked,commute_mode
2502718560,East Brookfield,B08301_020,33,29,2010,Other means,commute_mode
2502718560,East Brookfield,B08301_021,51,30,2010,Worked at home,commute_mode
2502726430,Grafton,B08301_003,7150,411,2010,"Car, truck, or van - Drove alone",commute_mode
2502726430,Grafton,B08301_004,628,170,2010,"Car, truck, or van - Carpooled",commute_mode
2502726430,Grafton,B08301_010,351,122,2010,Public transportation (excluding taxicab),commute_mode
2502726430,Grafton,B08301_016,22,32,2010,Taxicab,commute_mode
2502726430,Grafton,B08301_017,28,30,2010,Motorcycle,commute_mode
2502726430,Grafton,B08301_018,42,60,2010,Bicycle,commute_mode
2502726430,Grafton,B08301_019,72,42,2010,Walked,commute_mode
2502726430,Grafton,B08301_020,40,41,2010,Other means,commute_mode
2502726430,Grafton,B08301_021,576,129,2010,Worked at home,commute_mode
2502728740,Hardwick,B08301_003,1134,147,2010,"Car, truck, or van - Drove alone",commute_mode
2502728740,Hardwick,B08301_004,95,59,2010,"Car, truck, or van - Carpooled",commute_mode
2502728740,Hardwick,B08301_010,0,127,2010,Public transportation (excluding taxicab),commute_mode
2502728740,Hardwick,B08301_016,0,127,2010,Taxicab,commute_mode
2502728740,Hardwick,B08301_017,0,127,2010,Motorcycle,commute_mode
2502728740,Hardwick,B08301_018,0,127,2010,Bicycle,commute_mode
2502728740,Hardwick,B08301_019,12,19,2010,Walked,commute_mode
2502728740,Hardwick,B08301_020,6,9,2010,Other means,commute_mode
2502728740,Hardwick,B08301_021,114,84,2010,Worked at home,commute_mode
2502730560,Holden,B08301_003,7622,340,2010,"Car, truck, or van - Drove alone",commute_mode
2502730560,Holden,B08301_004,529,141,2010,"Car, truck, or van - Carpooled",commute_mode
2502730560,Holden,B08301_010,50,36,2010,Public transportation (excluding taxicab),commute_mode
2502730560,Holden,B08301_016,0,127,2010,Taxicab,commute_mode
2502730560,Holden,B08301_017,10,17,2010,Motorcycle,commute_mode
2502730560,Holden,B08301_018,10,16,2010,Bicycle,commute_mode
2502730560,Holden,B08301_019,75,59,2010,Walked,commute_mode
2502730560,Holden,B08301_020,10,16,2010,Other means,commute_mode
2502730560,Holden,B08301_021,285,103,2010,Worked at home,commute_mode
2502730945,Hopedale,B08301_003,2389,265,2010,"Car, truck, or van - Drove alone",commute_mode
2502730945,Hopedale,B08301_004,350,160,2010,"Car, truck, or van - Carpooled",commute_mode
2502730945,Hopedale,B08301_010,69,46,2010,Public transportation (excluding taxicab),commute_mode
2502730945,Hopedale,B08301_016,0,127,2010,Taxicab,commute_mode
2502730945,Hopedale,B08301_017,0,127,2010,Motorcycle,commute_mode
2502730945,Hopedale,B08301_018,1,9,2010,Bicycle,commute_mode
2502730945,Hopedale,B08301_019,39,36,2010,Walked,commute_mode
2502730945,Hopedale,B08301_020,0,127,2010,Other means,commute_mode
2502730945,Hopedale,B08301_021,92,52,2010,Worked at home,commute_mode
2502734795,Leicester,B08301_003,5060,371,2010,"Car, truck, or van - Drove alone",commute_mode
2502734795,Leicester,B08301_004,427,147,2010,"Car, truck, or van - Carpooled",commute_mode
2502734795,Leicester,B08301_010,38,41,2010,Public transportation (excluding taxicab),commute_mode
2502734795,Leicester,B08301_016,0,127,2010,Taxicab,commute_mode
2502734795,Leicester,B08301_017,12,20,2010,Motorcycle,commute_mode
2502734795,Leicester,B08301_018,0,127,2010,Bicycle,commute_mode
2502734795,Leicester,B08301_019,110,78,2010,Walked,commute_mode
2502734795,Leicester,B08301_020,10,15,2010,Other means,commute_mode
2502734795,Leicester,B08301_021,83,63,2010,Worked at home,commute_mode
2502740255,Mendon,B08301_003,2427,201,2010,"Car, truck, or van - Drove alone",commute_mode
2502740255,Mendon,B08301_004,147,75,2010,"Car, truck, or van - Carpooled",commute_mode
2502740255,Mendon,B08301_010,60,45,2010,Public transportation (excluding taxicab),commute_mode
2502740255,Mendon,B08301_016,0,127,2010,Taxicab,commute_mode
2502740255,Mendon,B08301_017,0,127,2010,Motorcycle,commute_mode
2502740255,Mendon,B08301_018,0,127,2010,Bicycle,commute_mode
2502740255,Mendon,B08301_019,9,14,2010,Walked,commute_mode
2502740255,Mendon,B08301_020,36,33,2010,Other means,commute_mode
2502740255,Mendon,B08301_021,184,71,2010,Worked at home,commute_mode
2502741340,Millbury,B08301_003,6011,355,2010,"Car, truck, or van - Drove alone",commute_mode
2502741340,Millbury,B08301_004,709,230,2010,"Car, truck, or van - Carpooled",commute_mode
2502741340,Millbury,B08301_010,82,53,2010,Public transportation (excluding taxicab),commute_mode
2502741340,Millbury,B08301_016,0,127,2010,Taxicab,commute_mode
2502741340,Millbury,B08301_017,0,127,2010,Motorcycle,commute_mode
2502741340,Millbury,B08301_018,0,127,2010,Bicycle,commute_mode
2502741340,Millbury,B08301_019,48,39,2010,Walked,commute_mode
2502741340,Millbury,B08301_020,9,15,2010,Other means,commute_mode
2502741340,Millbury,B08301_021,195,89,2010,Worked at home,commute_mode
2502741585,Millville,B08301_003,1477,122,2010,"Car, truck, or van - Drove alone",commute_mode
2502741585,Millville,B08301_004,78,34,2010,"Car, truck, or van - Carpooled",commute_mode
2502741585,Millville,B08301_010,5,9,2010,Public transportation (excluding taxicab),commute_mode
2502741585,Millville,B08301_016,0,127,2010,Taxicab,commute_mode
2502741585,Millville,B08301_017,0,127,2010,Motorcycle,commute_mode
2502741585,Millville,B08301_018,0,127,2010,Bicycle,commute_mode
2502741585,Millville,B08301_019,11,11,2010,Walked,commute_mode
2502741585,Millville,B08301_020,0,127,2010,Other means,commute_mode
2502741585,Millville,B08301_021,36,24,2010,Worked at home,commute_mode
2502745105,New Braintree,B08301_003,454,80,2010,"Car, truck, or van - Drove alone",commute_mode
2502745105,New Braintree,B08301_004,39,24,2010,"Car, truck, or van - Carpooled",commute_mode
2502745105,New Braintree,B08301_010,0,127,2010,Public transportation (excluding taxicab),commute_mode
2502745105,New Braintree,B08301_016,0,127,2010,Taxicab,commute_mode
2502745105,New Braintree,B08301_017,0,127,2010,Motorcycle,commute_mode
2502745105,New Braintree,B08301_018,0,127,2010,Bicycle,commute_mode
2502745105,New Braintree,B08301_019,3,4,2010,Walked,commute_mode
2502745105,New Braintree,B08301_020,9,10,2010,Other means,commute_mode
2502745105,New Braintree,B08301_021,23,16,2010,Worked at home,commute_mode
2502746820,Northborough,B08301_003,6073,369,2010,"Car, truck, or van - Drove alone",commute_mode
2502746820,Northborough,B08301_004,418,152,2010,"Car, truck, or van - Carpooled",commute_mode
2502746820,Northborough,B08301_010,164,82,2010,Public transportation (excluding taxicab),commute_mode
2502746820,Northborough,B08301_016,0,127,2010,Taxicab,commute_mode
2502746820,Northborough,B08301_017,0,127,2010,Motorcycle,commute_mode
2502746820,Northborough,B08301_018,0,127,2010,Bicycle,commute_mode
2502746820,Northborough,B08301_019,68,73,2010,Walked,commute_mode
2502746820,Northborough,B08301_020,45,39,2010,Other means,commute_mode
2502746820,Northborough,B08301_021,369,142,2010,Worked at home,commute_mode
2502746925,Northbridge,B08301_003,6221,431,2010,"Car, truck, or van - Drove alone",commute_mode
2502746925,Northbridge,B08301_004,757,252,2010,"Car, truck, or van - Carpooled",commute_mode
2502746925,Northbridge,B08301_010,56,66,2010,Public transportation (excluding taxicab),commute_mode
2502746925,Northbridge,B08301_016,0,127,2010,Taxicab,commute_mode
2502746925,Northbridge,B08301_017,0,127,2010,Motorcycle,commute_mode
2502746925,Northbridge,B08301_018,0,127,2010,Bicycle,commute_mode
2502746925,Northbridge,B08301_019,194,112,2010,Walked,commute_mode
2502746925,Northbridge,B08301_020,66,56,2010,Other means,commute_mode
2502746925,Northbridge,B08301_021,204,97,2010,Worked at home,commute_mode
2502747135,North Brookfield,B08301_003,2000,192,2010,"Car, truck, or van - Drove alone",commute_mode
2502747135,North Brookfield,B08301_004,231,99,2010,"Car, truck, or van - Carpooled",commute_mode
2502747135,North Brookfield,B08301_010,0,127,2010,Public transportation (excluding taxicab),commute_mode
2502747135,North Brookfield,B08301_016,0,127,2010,Taxicab,commute_mode
2502747135,North Brookfield,B08301_017,0,127,2010,Motorcycle,commute_mode
2502747135,North Brookfield,B08301_018,10,16,2010,Bicycle,commute_mode
2502747135,North Brookfield,B08301_019,52,45,2010,Walked,commute_mode
2502747135,North Brookfield,B08301_020,0,127,2010,Other means,commute_mode
2502747135,North Brookfield,B08301_021,141,84,2010,Worked at home,commute_mode
2502750670,Oakham,B08301_003,866,82,2010,"Car, truck, or van - Drove alone",commute_mode
2502750670,Oakham,B08301_004,109,34,2010,"Car, truck, or van - Carpooled",commute_mode
2502750670,Oakham,B08301_010,5,5,2010,Public transportation (excluding taxicab),commute_mode
2502750670,Oakham,B08301_016,0,127,2010,Taxicab,commute_mode
2502750670,Oakham,B08301_017,13,17,2010,Motorcycle,commute_mode
2502750670,Oakham,B08301_018,0,127,2010,Bicycle,commute_mode
2502750670,Oakham,B08301_019,5,7,2010,Walked,commute_mode
2502750670,Oakham,B08301_020,3,6,2010,Other means,commute_mode
2502750670,Oakham,B08301_021,43,20,2010,Worked at home,commute_mode
2502751825,Oxford,B08301_003,5911,417,2010,"Car, truck, or van - Drove alone",commute_mode
2502751825,Oxford,B08301_004,845,304,2010,"Car, truck, or van - Carpooled",commute_mode
2502751825,Oxford,B08301_010,87,90,2010,Public transportation (excluding taxicab),commute_mode
2502751825,Oxford,B08301_016,0,127,2010,Taxicab,commute_mode
2502751825,Oxford,B08301_017,0,127,2010,Motorcycle,commute_mode
2502751825,Oxford,B08301_018,0,127,2010,Bicycle,commute_mode
2502751825,Oxford,B08301_019,128,97,2010,Walked,commute_mode
2502751825,Oxford,B08301_020,20,25,2010,Other means,commute_mode
2502751825,Oxford,B08301_021,245,133,2010,Worked at home,commute_mode
2502752420,Paxton,B08301_003,1904,177,2010,"Car, truck, or van - Drove alone",commute_mode
2502752420,Paxton,B08301_004,87,69,2010,"Car, truck, or van - Carpooled",commute_mode
2502752420,Paxton,B08301_010,34,31,2010,Public transportation (excluding taxicab),commute_mode
2502752420,Paxton,B08301_016,0,127,2010,Taxicab,commute_mode
2502752420,Paxton,B08301_017,0,127,2010,Motorcycle,commute_mode
2502752420,Paxton,B08301_018,0,127,2010,Bicycle,commute_mode
2502752420,Paxton,B08301_019,63,43,2010,Walked,commute_mode
2502752420,Paxton,B08301_020,0,127,2010,Other means,commute_mode
2502752420,Paxton,B08301_021,95,58,2010,Worked at home,commute_mode
2502755395,Princeton,B08301_003,1537,170,2010,"Car, truck, or van - Drove alone",commute_mode
2502755395,Princeton,B08301_004,159,94,2010,"Car, truck, or van - Carpooled",commute_mode
2502755395,Princeton,B08301_010,23,28,2010,Public transportation (excluding taxicab),commute_mode
2502755395,Princeton,B08301_016,0,127,2010,Taxicab,commute_mode
2502755395,Princeton,B08301_017,0,127,2010,Motorcycle,commute_mode
2502755395,Princeton,B08301_018,10,16,2010,Bicycle,commute_mode
2502755395,Princeton,B08301_019,9,14,2010,Walked,commute_mode
2502755395,Princeton,B08301_020,0,127,2010,Other means,commute_mode
2502755395,Princeton,B08301_021,154,82,2010,Worked at home,commute_mode
2502758825,Rutland,B08301_003,3155,270,2010,"Car, truck, or van - Drove alone",commute_mode
2502758825,Rutland,B08301_004,468,162,2010,"Car, truck, or van - Carpooled",commute_mode
2502758825,Rutland,B08301_010,20,25,2010,Public transportation (excluding taxicab),commute_mode
2502758825,Rutland,B08301_016,0,127,2010,Taxicab,commute_mode
2502758825,Rutland,B08301_017,0,127,2010,Motorcycle,commute_mode
2502758825,Rutland,B08301_018,0,127,2010,Bicycle,commute_mode
2502758825,Rutland,B08301_019,136,102,2010,Walked,commute_mode
2502758825,Rutland,B08301_020,0,127,2010,Other means,commute_mode
2502758825,Rutland,B08301_021,63,46,2010,Worked at home,commute_mode
2502761800,Shrewsbury,B08301_003,14955,540,2010,"Car, truck, or van - Drove alone",commute_mode
2502761800,Shrewsbury,B08301_004,1187,267,2010,"Car, truck, or van - Carpooled",commute_mode
2502761800,Shrewsbury,B08301_010,265,103,2010,Public transportation (excluding taxicab),commute_mode
2502761800,Shrewsbury,B08301_016,59,69,2010,Taxicab,commute_mode
2502761800,Shrewsbury,B08301_017,13,22,2010,Motorcycle,commute_mode
2502761800,Shrewsbury,B08301_018,15,24,2010,Bicycle,commute_mode
2502761800,Shrewsbury,B08301_019,163,78,2010,Walked,commute_mode
2502761800,Shrewsbury,B08301_020,79,62,2010,Other means,commute_mode
2502761800,Shrewsbury,B08301_021,718,162,2010,Worked at home,commute_mode
2502766105,Spencer,B08301_003,4942,413,2010,"Car, truck, or van - Drove alone",commute_mode
2502766105,Spencer,B08301_004,679,234,2010,"Car, truck, or van - Carpooled",commute_mode
2502766105,Spencer,B08301_010,0,127,2010,Public transportation (excluding taxicab),commute_mode
2502766105,Spencer,B08301_016,0,127,2010,Taxicab,commute_mode
2502766105,Spencer,B08301_017,0,127,2010,Motorcycle,commute_mode
2502766105,Spencer,B08301_018,0,127,2010,Bicycle,commute_mode
2502766105,Spencer,B08301_019,108,73,2010,Walked,commute_mode
2502766105,Spencer,B08301_020,0,127,2010,Other means,commute_mode
2502766105,Spencer,B08301_021,177,92,2010,Worked at home,commute_mode
2502768155,Sturbridge,B08301_003,3839,326,2010,"Car, truck, or van - Drove alone",commute_mode
2502768155,Sturbridge,B08301_004,304,119,2010,"Car, truck, or van - Carpooled",commute_mode
2502768155,Sturbridge,B08301_010,28,31,2010,Public transportation (excluding taxicab),commute_mode
2502768155,Sturbridge,B08301_016,0,127,2010,Taxicab,commute_mode
2502768155,Sturbridge,B08301_017,0,127,2010,Motorcycle,commute_mode
2502768155,Sturbridge,B08301_018,0,127,2010,Bicycle,commute_mode
2502768155,Sturbridge,B08301_019,104,82,2010,Walked,commute_mode
2502768155,Sturbridge,B08301_020,28,46,2010,Other means,commute_mode
2502768155,Sturbridge,B08301_021,313,125,2010,Worked at home,commute_mode
2502768610,Sutton,B08301_003,4227,331,2010,"Car, truck, or van - Drove alone",commute_mode
2502768610,Sutton,B08301_004,126,89,2010,"Car, truck, or van - Carpooled",commute_mode
2502768610,Sutton,B08301_010,90,57,2010,Public transportation (excluding taxicab),commute_mode
2502768610,Sutton,B08301_016,0,127,2010,Taxicab,commute_mode
2502768610,Sutton,B08301_017,0,127,2010,Motorcycle,commute_mode
2502768610,Sutton,B08301_018,15,23,2010,Bicycle,commute_mode
2502768610,Sutton,B08301_019,43,39,2010,Walked,commute_mode
2502768610,Sutton,B08301_020,44,40,2010,Other means,commute_mode
2502768610,Sutton,B08301_021,220,95,2010,Worked at home,commute_mode
2502771480,Upton,B08301_003,2823,231,2010,"Car, truck, or van - Drove alone",commute_mode
2502771480,Upton,B08301_004,199,107,2010,"Car, truck, or van - Carpooled",commute_mode
2502771480,Upton,B08301_010,35,32,2010,Public transportation (excluding taxicab),commute_mode
2502771480,Upton,B08301_016,0,127,2010,Taxicab,commute_mode
2502771480,Upton,B08301_017,19,30,2010,Motorcycle,commute_mode
2502771480,Upton,B08301_018,0,127,2010,Bicycle,commute_mode
2502771480,Upton,B08301_019,68,56,2010,Walked,commute_mode
2502771480,Upton,B08301_020,37,43,2010,Other means,commute_mode
2502771480,Upton,B08301_021,309,116,2010,Worked at home,commute_mode
2502771620,Uxbridge,B08301_003,5640,348,2010,"Car, truck, or van - Drove alone",commute_mode
2502771620,Uxbridge,B08301_004,641,282,2010,"Car, truck, or van - Carpooled",commute_mode
2502771620,Uxbridge,B08301_010,64,50,2010,Public transportation (excluding taxicab),commute_mode
2502771620,Uxbridge,B08301_016,18,27,2010,Taxicab,commute_mode
2502771620,Uxbridge,B08301_017,0,127,2010,Motorcycle,commute_mode
2502771620,Uxbridge,B08301_018,0,127,2010,Bicycle,commute_mode
2502771620,Uxbridge,B08301_019,35,51,2010,Walked,commute_mode
2502771620,Uxbridge,B08301_020,22,25,2010,Other means,commute_mode
2502771620,Uxbridge,B08301_021,270,103,2010,Worked at home,commute_mode
2502773090,Warren,B08301_003,1855,301,2010,"Car, truck, or van - Drove alone",commute_mode
2502773090,Warren,B08301_004,198,121,2010,"Car, truck, or van - Carpooled",commute_mode
2502773090,Warren,B08301_010,0,127,2010,Public transportation (excluding taxicab),commute_mode
2502773090,Warren,B08301_016,0,127,2010,Taxicab,commute_mode
2502773090,Warren,B08301_017,0,127,2010,Motorcycle,commute_mode
2502773090,Warren,B08301_018,0,127,2010,Bicycle,commute_mode
2502773090,Warren,B08301_019,61,57,2010,Walked,commute_mode
2502773090,Warren,B08301_020,20,33,2010,Other means,commute_mode
2502773090,Warren,B08301_021,161,105,2010,Worked at home,commute_mode
2502773895,Webster,B08301_003,6686,505,2010,"Car, truck, or van - Drove alone",commute_mode
2502773895,Webster,B08301_004,868,278,2010,"Car, truck, or van - Carpooled",commute_mode
2502773895,Webster,B08301_010,9,14,2010,Public transportation (excluding taxicab),commute_mode
2502773895,Webster,B08301_016,0,127,2010,Taxicab,commute_mode
2502773895,Webster,B08301_017,4,7,2010,Motorcycle,commute_mode
2502773895,Webster,B08301_018,0,127,2010,Bicycle,commute_mode
2502773895,Webster,B08301_019,129,94,2010,Walked,commute_mode
2502773895,Webster,B08301_020,13,19,2010,Other means,commute_mode
2502773895,Webster,B08301_021,151,101,2010,Worked at home,commute_mode
2502775015,Westborough,B08301_003,7059,525,2010,"Car, truck, or van - Drove alone",commute_mode
2502775015,Westborough,B08301_004,750,230,2010,"Car, truck, or van - Carpooled",commute_mode
2502775015,Westborough,B08301_010,252,112,2010,Public transportation (excluding taxicab),commute_mode
2502775015,Westborough,B08301_016,11,19,2010,Taxicab,commute_mode
2502775015,Westborough,B08301_017,11,20,2010,Motorcycle,commute_mode
2502775015,Westborough,B08301_018,25,23,2010,Bicycle,commute_mode
2502775015,Westborough,B08301_019,178,94,2010,Walked,commute_mode
2502775015,Westborough,B08301_020,89,60,2010,Other means,commute_mode
2502775015,Westborough,B08301_021,556,141,2010,Worked at home,commute_mode
2502775155,West Boylston,B08301_003,2594,309,2010,"Car, truck, or van - Drove alone",commute_mode
2502775155,West Boylston,B08301_004,194,83,2010,"Car, truck, or van - Carpooled",commute_mode
2502775155,West Boylston,B08301_010,0,127,2010,Public transportation (excluding taxicab),commute_mode
2502775155,West Boylston,B08301_016,0,127,2010,Taxicab,commute_mode
2502775155,West Boylston,B08301_017,0,127,2010,Motorcycle,commute_mode
2502775155,West Boylston,B08301_018,0,127,2010,Bicycle,commute_mode
2502775155,West Boylston,B08301_019,59,53,2010,Walked,commute_mode
2502775155,West Boylston,B08301_020,57,50,2010,Other means,commute_mode
2502775155,West Boylston,B08301_021,83,71,2010,Worked at home,commute_mode
2502775400,West Brookfield,B08301_003,1442,189,2010,"Car, truck, or van - Drove alone",commute_mode
2502775400,West Brookfield,B08301_004,215,120,2010,"Car, truck, or van - Carpooled",commute_mode
2502775400,West Brookfield,B08301_010,0,127,2010,Public transportation (excluding taxicab),commute_mode
2502775400,West Brookfield,B08301_016,0,127,2010,Taxicab,commute_mode
2502775400,West Brookfield,B08301_017,0,127,2010,Motorcycle,commute_mode
2502775400,West Brookfield,B08301_018,0,127,2010,Bicycle,commute_mode
2502775400,West Brookfield,B08301_019,80,91,2010,Walked,commute_mode
2502775400,West Brookfield,B08301_020,0,127,2010,Other means,commute_mode
2502775400,West Brookfield,B08301_021,34,31,2010,Worked at home,commute_mode
2502782000,Worcester,B08301_003,61932,1671,2010,"Car, truck, or van - Drove alone",commute_mode
2502782000,Worcester,B08301_004,8141,847,2010,"Car, truck, or van - Carpooled",commute_mode
2502782000,Worcester,B08301_010,2613,421,2010,Public transportation (excluding taxicab),commute_mode
2502782000,Worcester,B08301_016,196,95,2010,Taxicab,commute_mode
2502782000,Worcester,B08301_017,82,51,2010,Motorcycle,commute_mode
2502782000,Worcester,B08301_018,382,149,2010,Bicycle,commute_mode
2502782000,Worcester,B08301_019,4977,561,2010,Walked,commute_mode
2502782000,Worcester,B08301_020,495,166,2010,Other means,commute_mode
2502782000,Worcester,B08301_021,2797,369,2010,Worked at home,commute_mode
2502702760,Auburn,B08301_003,7220,388,2011,"Car, truck, or van - Drove alone",commute_mode
2502702760,Auburn,B08301_004,552,143,2011,"Car, truck, or van - Carpooled",commute_mode
2502702760,Auburn,B08301_010,35,30,2011,Public transportation (excluding taxicab),commute_mode
2502702760,Auburn,B08301_016,0,95,2011,Taxicab,commute_mode
2502702760,Auburn,B08301_017,0,95,2011,Motorcycle,commute_mode
2502702760,Auburn,B08301_018,0,95,2011,Bicycle,commute_mode
2502702760,Auburn,B08301_019,146,68,2011,Walked,commute_mode
2502702760,Auburn,B08301_020,82,64,2011,Other means,commute_mode
2502702760,Auburn,B08301_021,186,80,2011,Worked at home,commute_mode
2502703740,Barre,B08301_003,2212,184,2011,"Car, truck, or van - Drove alone",commute_mode
2502703740,Barre,B08301_004,509,186,2011,"Car, truck, or van - Carpooled",commute_mode
2502703740,Barre,B08301_010,0,95,2011,Public transportation (excluding taxicab),commute_mode
2502703740,Barre,B08301_016,0,95,2011,Taxicab,commute_mode
2502703740,Barre,B08301_017,6,9,2011,Motorcycle,commute_mode
